,rider_code,nb_dnf_otl,pct_dnf_otl
441,lilian-calmejane,7,0.04929577464788732
442,oier-lazkano,15,0.16129032258064516
443,tobias-bayer,10,0.13333333333333333
444,luca-rastelli,6,0.14285714285714285
445,ignatas-konovalovas,16,0.11764705882352941
446,otto-vergaerde,21,0.1926605504587156
447,alberto-dainese,11,0.09482758620689655
448,davide-bais,8,0.11940298507462686
449,rick-zabel,13,0.07975460122699386
450,clement-davy,10,0.12048192771084337
451,mark-cavendish,9,0.075
452,bert-van-lerberghe,8,0.06153846153846154
453,tadej-pogacar,5,0.028735632183908046
454,maximilian-schachmann,5,0.029411764705882353
455,mikel-bizkarra,5,0.040983606557377046
456,jonathan-lastra,3,0.027522935779816515
457,david-de-la-cruz,8,0.0425531914893617
458,omar-fraile,6,0.030303030303030304
459,daniel-navarro,9,0.05844155844155844
460,luis-angel-mate,9,0.060810810810810814
461,julen-amezqueta,6,0.06896551724137931
462,jesus-herrada-lopez,4,0.020833333333333332
463,mikel-iturria,4,0.03361344537815126
464,sergio-samitier,8,0.06896551724137931
465,jhojan-garcia,4,0.09090909090909091
466,david-gonzalez-lopez,3,0.11538461538461539
467,cristian-rodriguez,13,0.11711711711711711
468,gino-mader,12,0.06857142857142857
469,pierre-latour,10,0.05917159763313609
470,sergio-higuita,6,0.03508771929824561
471,odd-christian-eiking,13,0.1
472,jesus-ezquerra-muela,8,0.08163265306122448
473,jon-agirre,8,0.2222222222222222
474,jose-felix-parra,7,0.125
475,gotzon-martin,2,0.02127659574468085
476,angel-madrazo,8,0.07547169811320754
477,txomin-juaristi,9,0.2647058823529412
478,mathieu-burgaudeau,12,0.09836065573770492
479,roger-adria,4,0.06153846153846154
480,fernando-barcelo,6,0.048
481,jon-barrenetxea-golzarri,6,0.17647058823529413
482,ander-okamika,5,0.05747126436781609
483,raul-garcia-pierna,4,0.06666666666666667
484,jon-aberasturi,10,0.08695652173913043
485,julien-simon,6,0.03870967741935484
486,alexander-kamp,23,0.25555555555555554
487,andreas-leknessund,3,0.030612244897959183
488,ide-schelling,15,0.13157894736842105
489,unai-cuadrado,13,0.3333333333333333
490,urko-berrade-fernandez,9,0.11538461538461539
491,carlos-canal,3,0.04054054054054054
492,remco-evenepoel,3,0.02702702702702703
493,marc-soler,7,0.030973451327433628
494,rigoberto-uran,4,0.023255813953488372
495,igor-arrieta-lizarraga,4,0.16666666666666666
496,ibon-ruiz,10,0.30303030303030304
497,jeremy-cabot,17,0.2698412698412698
498,pelayo-sanchez-mayo,16,0.2962962962962963
499,jetse-bol,8,0.064
500,alan-jousseaume,9,0.21951219512195122
501,leon-heinschke,19,0.4222222222222222
502,tim-naberman,11,0.2558139534883721
503,elie-gesbert,13,0.104
504,matteo-trentin,11,0.062146892655367235
505,anthony-turgis,12,0.0670391061452514
506,john-degenkolb,2,0.011764705882352941
507,bryan-coquard,9,0.060810810810810814
508,luke-rowe,19,0.10160427807486631
509,niccolo-bonifazio,17,0.14912280701754385
510,thomas-scully,15,0.10135135135135136
511,alessandro-fedeli,13,0.3333333333333333
512,geoffrey-soupe,25,0.24271844660194175
513,luka-mezgec,10,0.06756756756756757
514,daniel-mclay,21,0.16279069767441862
515,michael-matthews,8,0.041025641025641026
516,damien-touze,11,0.08943089430894309
517,rohan-dennis,3,0.02040816326530612
518,yves-lampaert,1,0.008547008547008548
519,connor-swift,3,0.0234375
520,cyril-barthe,2,0.014814814814814815
521,nacer-bouhanni,8,0.1095890410958904
522,nils-eekhoff,15,0.1744186046511628
523,florian-vermeersch,12,0.0975609756097561
524,jelle-wallays,10,0.08403361344537816
525,jonas-rutsch,6,0.05504587155963303
526,jordi-meeus,9,0.08108108108108109
527,johan-jacobs,13,0.11926605504587157
528,giacomo-nizzolo,15,0.09933774834437085
529,georg-zimmermann,11,0.08148148148148149
530,silvan-dillier,9,0.06040268456375839
531,victor-koretzky,2,0.09090909090909091
532,campbell-stewart,11,0.23404255319148937
533,nathan-van-hooydonck,7,0.05185185185185185
534,loic-vliegen,24,0.19047619047619047
535,luca-mozzato,9,0.0891089108910891
536,eduard-prades,14,0.17073170731707318
537,gonzalo-serrano,8,0.06956521739130435
538,quinn-simmons,10,0.10869565217391304
539,hugo-hofstetter,9,0.061224489795918366
540,emils-liepins,9,0.08411214953271028
541,lorrenzo-manzin,23,0.22330097087378642
542,matteo-malucelli,4,0.13333333333333333
543,davide-martinelli,19,0.1919191919191919
544,jefferson-alexander-cepeda,8,0.09195402298850575
545,alan-riou,22,0.2619047619047619
546,giovanni-lonardi,8,0.12698412698412698
547,kaden-groves,8,0.07920792079207921
548,paul-ourselin,14,0.11764705882352941
549,thomas-pidcock,2,0.02631578947368421
550,jose-herrada,4,0.027777777777777776
551,marc-sarreau,11,0.12359550561797752
552,peter-kusztor,7,0.175
553,david-lozano,3,0.08108108108108109
554,sam-brand,9,0.20930232558139536
555,andrea-peron,14,0.25925925925925924
556,charles-planet,5,0.16129032258064516
557,clement-berthet,2,0.03508771929824561
558,biniam-girmay,11,0.13580246913580246
559,david-dekker,8,0.14545454545454545
560,niklas-markl,14,0.2153846153846154
561,filip-maciejuk,3,0.06
562,yevgeniy-fedorov,10,0.12195121951219512
563,sebastian-berwick,8,0.10810810810810811
564,abner-gonzalez-rivera,5,0.15151515151515152
565,alexandre-delettre,6,0.0967741935483871
566,sergio-martin,7,0.1590909090909091
567,juri-hollmann,8,0.14814814814814814
568,stephen-williams,10,0.12658227848101267
569,antoine-raugel,8,0.13333333333333333
570,michal-schlegel,3,0.10344827586206896
571,michel-hessmann,1,0.03225806451612903
572,mick-van-dijke,4,0.09302325581395349
573,christian-scaroni,4,0.10526315789473684
574,jarrad-drizners,1,0.021739130434782608
575,daan-hoole,15,0.2631578947368421
576,jonas-iversby-hvideberg,5,0.09090909090909091
577,marijn-van-den-berg,1,0.02127659574468085
578,magnus-sheffield,4,0.08695652173913043
579,taj-jones,14,0.25
580,bram-welten,8,0.1038961038961039
581,kamil-malecki,14,0.18421052631578946
582,kelland-brien,10,0.21739130434782608
583,gerben-thijssen,11,0.125
584,sam-welsford,1,0.04
585,iuri-leitao,2,0.2
586,umberto-poli,13,0.5416666666666666
587,roland-thalmann,2,0.04081632653061224
588,clement-champoussin,5,0.03816793893129771
589,joel-suter,14,0.2413793103448276
590,juan-ayuso-pesquera,5,0.09090909090909091
591,luke-plapp,4,0.07142857142857142
592,ben-healy,4,0.12121212121212122
593,pau-miquel-delgado,4,0.12121212121212122
594,anton-palzer,4,0.058823529411764705
595,yannis-voisard,5,0.12195121951219512
596,filippo-colombo1,1,0.125
597,carlos-garcia-pierna,4,0.13333333333333333
598,valentin-paret-peintre,9,0.2647058823529412
599,georg-steinhauser,3,0.13636363636363635
600,nils-brun,1,0.058823529411764705
601,johan-price-pejtersen,5,0.1388888888888889
602,colin-joyce,9,0.16363636363636364
603,nickolas-zukowsky,7,0.1320754716981132
604,floris-de-tier,13,0.12871287128712872
605,matthew-walls,15,0.36585365853658536
606,kristian-aasvold,2,0.09523809523809523
607,markus-hoelgaard,4,0.10810810810810811
608,robin-froidevaux,3,0.15789473684210525
609,lewis-askey,4,0.08
610,jay-vine,5,0.078125
611,marius-mayrhofer,11,0.44
612,reuben-thompson,1,0.06666666666666667
613,milan-vader,1,0.08333333333333333
614,alex-baudin,0,0.0
615,corbin-strong,8,0.2222222222222222
616,paul-penhoet,5,0.17857142857142858
617,derek-gee,3,0.125
618,ivan-romeo,5,0.38461538461538464
619,asbjorn-hellemose,1,0.041666666666666664
620,leo-hayter,4,0.23529411764705882
621,paul-lapeira,8,0.16666666666666666
622,matthew-dinham,1,0.09090909090909091
623,michael-vink,7,0.5
624,tim-van-dijke,1,0.0625
625,marc-brustenga-masague,9,0.23684210526315788
626,stan-van-tricht,3,0.0625
627,kim-heiduk,10,0.3125
628,alessandro-verre,7,0.2692307692307692
629,sjoerd-bax,3,0.1
630,samuel-gaze,2,0.16666666666666666
631,ewen-costiou,1,0.08333333333333333
632,luis-joe-luhrs,6,0.2727272727272727
633,andre-carvalho,13,0.2
634,mathis-le-berre,1,0.058823529411764705
635,laurence-pithie,4,0.2
636,lorenzo-germani,3,0.21428571428571427
637,harrison-wood,1,0.07692307692307693
638,cameron-scott,2,0.18181818181818182
639,martin-svrcek,8,0.5
640,martin-laas,26,0.26262626262626265
641,jensen-plowright,5,0.2631578947368421
642,joonas-henttala,14,0.5
643,corey-davis,8,0.4
644,itamar-einhorn,15,0.21428571428571427
645,benjamin-perry,10,0.29411764705882354
646,etienne-van-empel,6,0.16216216216216217
647,aaron-van-poucke,19,0.2602739726027397
648,lindsay-de-vylder,17,0.3469387755102041
649,christophe-noppe,21,0.23595505617977527
650,victor-langellotti,19,0.4418604651162791
651,matthew-gibson,10,0.45454545454545453
652,pier-andre-cote,11,0.23404255319148937
653,robbe-ghys,13,0.28888888888888886
654,simone-bevilacqua,13,0.3170731707317073
655,declan-irvine,6,0.46153846153846156
656,brandon-smith-rivera-vargas,8,0.24242424242424243
657,inigo-elosegui,10,0.2564102564102564
658,lasse-norman-leth,14,0.2916666666666667
659,mathias-vacek,6,0.24
660,ethan-vernon,3,0.08333333333333333
661,matthew-riccitello,3,0.21428571428571427
662,jason-osborne,2,0.14285714285714285
663,thomas-gloag,1,0.09090909090909091
664,joshua-tarling,0,0.0
665,arthur-kluckers,5,0.3125
666,jan-maas,0,0.0
667,mika-heming,5,0.3333333333333333
668,tom-paquot,23,0.323943661971831
669,rick-pluimers,1,0.047619047619047616
670,elmar-reinders,16,0.3404255319148936
671,fran-miholjevic,2,0.16666666666666666
672,maurice-ballerstedt,7,0.22580645161290322
673,matevz-govekar,3,0.2
674,fabio-van-den-bossche,3,0.07142857142857142
675,riccardo-lucca,5,0.15625
676,luca-colnaghi,9,0.3
677,blake-quick,2,0.14285714285714285
678,maikel-zijlaard,8,0.3076923076923077
679,enrico-zanoncello,7,0.3684210526315789
680,arvid-de-kleijn,12,0.35294117647058826
681,sebastian-kolze-changizi,3,0.2
682,cameron-wurf,16,0.3333333333333333
683,antonio-soto,2,0.03508771929824561
684,joan-bou,10,0.1282051282051282
685,torstein-traeen,2,0.08333333333333333
686,henri-vandenabeele,7,0.25925925925925924
687,francisco-galvan,9,0.14754098360655737
688,joel-nicolau,7,0.21875
689,jacob-hindsgaul-madsen,9,0.42857142857142855
690,manuel-penalver,7,0.21875
691,rasmus-tiller,13,0.15294117647058825
692,xabier-mikel-azparren-irurzun,8,0.11764705882352941
693,jose-manuel-diaz-gallego,1,0.02702702702702703
694,ben-turner,1,0.025
695,vojtech-repa,0,0.0
696,ibai-azurmendi-sagastibel,5,0.1388888888888889
697,cedric-beullens,13,0.15294117647058825
698,mathijs-paasschens,15,0.234375
699,sasha-weemaes,19,0.41304347826086957
700,august-jensen,12,0.2222222222222222
701,dimitri-peyskens,23,0.3770491803278688
702,adam-de-vos,15,0.40540540540540543
703,alexis-guerin,4,0.16666666666666666
704,charlesetienne-chretien,4,0.3076923076923077
705,antonio-puppio,11,0.4074074074074074
706,chih-hao-tu,1,0.5
707,james-fouche,7,0.3684210526315789
708,gleb-brussenskiy,5,0.38461538461538464
709,luc-wirtgen,8,0.17777777777777778
710,jens-reynders,9,0.17647058823529413
711,tomas-barta,2,0.5
712,henok-mulubrhan,7,0.3888888888888889
713,paul-wright,11,0.6875
714,martin-urianstad,9,0.1956521739130435
715,veljko-stojnic,7,0.5
716,petr-kelemeh,1,0.1
717,jacob-eriksson,2,0.2
718,ethan-batt,2,0.25
719,karl-patrick-lauk,11,0.39285714285714285
720,lucas-eriksson,4,0.12121212121212122
721,antonio-barac,1,1.0
722,rory-townsend,4,0.21052631578947367
723,jefferson-cepeda-hernandez,2,1.0
724,marco-tizza,10,0.20833333333333334
725,giulio-masotto,13,0.9285714285714286
726,filippo-baroncini,11,0.4782608695652174
727,samuele-zambelli,6,0.42857142857142855
728,matteo-amella,9,0.8181818181818182
729,alessandro-iacchi,15,0.6818181818181818
730,davide-baldaccini,13,0.8666666666666667
731,nicolo-parisini,10,0.5882352941176471
732,lennert-teugels,3,0.06976744186046512
733,stephen-clancy,7,1.0
734,nicolas-dalla-valle,8,0.6666666666666666
735,louis-bendixen,1,0.16666666666666666
736,soren-waerenskjold,11,0.3548387096774194
737,erlend-blikra,5,0.2
738,paul-double,10,0.5882352941176471
739,matthew-bostock,1,0.09090909090909091
740,jason-tesson,15,0.45454545454545453
741,sandy-dujardin,7,0.16666666666666666
742,aaron-van-der-beken,2,0.5
743,ivan-cobo-cayon,5,0.5
744,alexandre-balmer,7,0.2692307692307692
745,rudy-porter,1,0.5
746,gilles-de-wilde,16,0.32
747,julian-mertens,11,0.2391304347826087
748,donavan-grondin,18,0.3103448275862069
749,paniego-fuentes,4,0.17391304347826086
750,diego-pablo-sevilla,7,0.28
751,peio-goikoetxea,9,0.42857142857142855
752,marti-marquez,3,0.13636363636363635
753,andrea-piccolo,6,0.2222222222222222
754,alessio-martinelli,5,0.38461538461538464
755,stephen-bassett,22,0.4782608695652174
756,jonas-abrahamsen,12,0.2553191489361702
757,erik-nordsaeter-resell,6,0.11764705882352941
758,martin-marcellusi,4,0.36363636363636365
759,ryan-christensen,3,0.15789473684210525
760,sander-de-pestel,16,0.2962962962962963
761,marco-frigo,1,0.09090909090909091
762,dusan-rajovic,9,0.5
763,antonio-angulo,5,0.1724137931034483
764,mulu-kinfe-hailemichael,5,0.29411764705882354
765,marco-murgano,5,0.45454545454545453
766,orluis-aular,8,0.25
767,josu-etxeberria-azpilikueta,12,0.5454545454545454
768,alex-colman,14,0.30434782608695654
769,karel-vacek,11,0.6470588235294118
770,ruben-apers,19,0.3333333333333333
771,frederik-rodenberg,5,0.45454545454545453
772,niklas-larsen,8,0.5
773,ward-vanhoof,11,0.1864406779661017
774,rune-herregodts,9,0.20454545454545456
775,jokin-murguialday-elorza,4,0.14814814814814814
776,jordi-lopez-caravaca,10,0.3333333333333333
777,mario-aparicio-munoz,7,0.4117647058823529
778,logan-currie,5,0.3333333333333333
779,jenno-berckmoes,4,0.18181818181818182
780,marcus-sander-hansen,3,0.6
781,kevin-vauquelin,0,0.0
782,igor-chzhan,0,0.0
783,negasi-abreha,3,0.375
784,thibau-nys,2,0.25
785,vinicius-rangel-costa,4,0.2857142857142857
786,pavel-bittner,4,0.17391304347826086
787,samuel-watson,1,0.06666666666666667
788,fabio-christen,2,0.13333333333333333
789,nurbergen-nurlykhassym,4,0.36363636363636365
790,casper-van-uden,4,0.13793103448275862
791,anders-halland-johannessen,3,0.42857142857142855
792,tord-gudmestad,5,0.23809523809523808
793,william-blume-levy,5,0.25
794,jesus-david-pena-jimenez,4,0.4
795,daniel-babor,2,0.4
796,lennert-van-eetvelt,2,0.18181818181818182
797,arnaud-de-lie,4,0.09090909090909091
798,eric-antonio-fagundez,1,1.0
799,danny-van-der-tuuk,4,0.2
800,wessel-krul,8,0.42105263157894735
801,dries-de-pooter,3,0.14285714285714285
802,jacob-scott,0,0.0
803,gianmarco-garofoli,1,0.16666666666666666
804,enzo-paleni,3,0.3
805,jules-hesters,10,0.4166666666666667
806,tobias-lund-andresen,2,0.125
807,oscar-onley,2,0.2857142857142857
808,stefano-gandin,4,0.5714285714285714
809,lorenzo-milesi,6,0.42857142857142855
810,alex-tolio,5,0.38461538461538464
811,mattia-petrucci,1,0.3333333333333333
812,alessandro-fancellu,6,0.375
813,alois-charrin,3,0.23076923076923078
814,felipe-orts,7,0.5
815,iker-ballarin-manso,8,0.38095238095238093
816,luke-mudgway,2,0.14285714285714285
817,josh-kench,5,0.625
818,mason-hollyman,6,0.5454545454545454
819,oscar-pelegri,9,0.3
820,cory-greenberg,0,0.0
821,johan-meens,17,0.5
822,louis-blouwe,10,0.3225806451612903
823,bailey-o-donnell,4,0.5714285714285714
824,sindre-kulset,3,0.42857142857142855
825,tom-sexton,5,0.23809523809523808
826,sean-flynn,2,0.1
827,james-oram,4,0.5
828,cyrus-monk,6,0.2857142857142857
829,nathan-vandepitte,3,0.25
830,logan-phippen,8,1.0
831,ollie-jones,0,0.0
832,lorenzo-quartucci2,3,0.75
833,omar-el-gouzi,6,0.3
834,alessandro-santaromita,7,0.7
835,andrea-pietrobon,3,0.42857142857142855
836,alex-jaime-fernandez,7,0.3181818181818182
837,fredrik-dversnes,3,0.13636363636363635
838,axel-zingle,4,0.08163265306122448
839,ceriel-desal,1,0.041666666666666664
840,johannes-adamietz,6,0.5
841,thomas-bonnet,6,0.3333333333333333
842,valentin-retailleau,9,0.45
843,dorian-de-maeght,7,0.3181818181818182
844,emilien-jeanniere,5,0.5
845,robbe-ceurens,3,1.0
846,lucas-dauge,4,0.6666666666666666
847,alessio-nieri,6,0.6666666666666666
848,aaron-gate,4,0.25
849,felix-engelhardt,3,0.42857142857142855
850,walter-calzoni,1,0.16666666666666666
851,magnus-kulset,0,0.0
852,louis-barre,8,0.27586206896551724
853,embret-svestad-bardseng,0,0.0
854,alan-banaszek,2,0.25
855,rainer-kepplinger,1,0.2
856,unai-iribar-jauregi,6,0.2857142857142857
857,felix-gros,10,0.5263157894736842
858,milan-fretin,11,0.34375
859,tuur-dens,6,0.3
860,vito-braet,5,0.1724137931034483
861,cian-uijtdebroeks,2,0.16666666666666666
862,kamiel-bonneu,4,0.17391304347826086
863,eugenio-sanchez,9,0.6
864,alec-segaert,0,0.0
865,davide-piganzoli,2,0.4
866,ahmed-madan,0,0.0
867,alexander-salby,2,0.5
868,madis-mihkels,2,0.2857142857142857
869,bastien-tronchon,3,0.6
870,romain-gregoire1,1,0.07692307692307693
871,enekoitz-azparren-irurzun,2,0.4
872,scott-mcgill,1,0.5
873,asier-etxeberria,1,0.07692307692307693
874,xabier-isasa-larranaga,0,0.0
875,calum-johnston,3,0.3
876,arno-claeys,0,0.0
877,matheo-vercher,3,0.375
878,axel-mariault,6,0.2608695652173913
879,simone-olivero,4,1.0
880,jan-stockli,7,0.6363636363636364
881,gage-hecht,8,0.5
882,bart-lemmen,1,0.3333333333333333
883,toon-clynhens,5,0.35714285714285715
884,mitchel-fitzsimons,4,0.6666666666666666
885,adne-holter,3,0.42857142857142855
886,elias-maris,0,0.0
887,max-poole,1,0.5
888,lenny-martinez,1,0.14285714285714285
889,alex-martin-gutierrez,1,0.1111111111111111
890,welay-hagos-berhe,0,0.0
891,pierre-gautherat,1,0.125
892,mark-stewart,1,0.25
893,matyas-kopecky,2,0.2222222222222222
894,hamish-beadle,4,0.8
895,andoni-lopez-de-abetxuko-jimenez,3,0.75
896,miguel-angel-fernandez-ruiz,1,1.0
897,iker-bonillo-martin,1,0.5
898,filippo-ridolfo,3,1.0
899,stian-fredheim,1,0.3333333333333333
900,gerd-de-keijzer,2,0.4
901,manuele-tarozzi,0,0.0
902,florian-lipowitz,0,0.0
903,gleb-syritsa,3,0.75
904,giulio-pellizzari,0,0.0
905,alessandro-pinarello,0,0.0
906,george-jackson,1,1.0
907,luca-van-boven,1,0.3333333333333333
908,vincent-van-hemelen,4,0.4
909,marcel-camprubi,2,0.6666666666666666
910,javier-serrano,3,0.6
911,alejandro-franco-gonzalez,4,0.6666666666666666
912,mikel-retegi,1,0.14285714285714285
913,jared-scott,0,0.0
914,jarne-van-de-paar,0,0.0
915,vince-gerits,1,0.25
916,xabier-berasategi-garmendia,1,0.25
917,liam-slock,1,0.25
918,joseba-lopez-cuesta,2,0.5
919,fernando-tercero-lopez,0,0.0
920,michael-leonard1,1,0.3333333333333333
921,clement-alleno,1,0.5
922,noah-vandenbranden,0,0.0
923,josh-burnett,1,1.0
924,german-nicolas-tivani-perez,0,0.0
