,rider_code,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial
0,richard-carapaz,18,0,0,3,38.0,30.944444444444443,0.0,0.0,0.16666666666666666,2.111111111111111
1,,0.0,,,,,,,,,
2,primoz-roglic,20,10,13,18,1146.0,3.75,0.5,0.65,0.9,57.3
3,mikel-landa,14,0,0,0,2.0,50.785714285714285,0.0,0.0,0.0,0.14285714285714285
4,bauke-mollema,16,0,1,5,124.0,29.75,0.0,0.0625,0.3125,7.75
5,rafal-majka,18,0,0,1,18.0,59.55555555555556,0.0,0.0,0.05555555555555555,1.0
6,simon-yates,11,1,2,2,100.0,39.27272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,9.090909090909092
7,pavel-sivakov,13,0,0,1,19.0,31.615384615384617,0.0,0.0,0.07692307692307693,1.4615384615384615
8,hugh-carthy,17,0,0,3,41.0,34.1764705882353,0.0,0.0,0.17647058823529413,2.411764705882353
9,joe-dombrowski,15,0,0,0,0.0,82.86666666666666,0.0,0.0,0.0,0.0
10,valentin-madouas,15,0,0,0,0.0,74.46666666666667,0.0,0.0,0.0,0.0
11,jan-polanc,14,0,0,0,13.0,28.428571428571427,0.0,0.0,0.0,0.9285714285714286
12,davide-formolo,16,0,0,0,0.0,50.125,0.0,0.0,0.0,0.0
13,giulio-ciccone,16,0,0,0,0.0,90.93333333333334,0.0,0.0,0.0,0.0
14,fausto-masnada,12,0,0,1,7.0,37.833333333333336,0.0,0.0,0.08333333333333333,0.5833333333333334
15,victor-de-la-parte,13,0,0,0,4.0,57.15384615384615,0.0,0.0,0.0,0.3076923076923077
16,edward-irl-dunbar,9,0,0,0,10.0,56.333333333333336,0.0,0.0,0.0,1.1111111111111112
17,damiano-caruso,16,0,0,5,69.0,26.5625,0.0,0.0,0.3125,4.3125
18,lucas-hamilton,18,0,0,0,0.0,53.388888888888886,0.0,0.0,0.0,0.0
19,andrey-zeits,13,0,0,0,0.0,85.6923076923077,0.0,0.0,0.0,0.0
20,jan-hirt,20,0,0,0,0.0,99.05263157894737,0.0,0.0,0.0,0.0
21,mattia-cattaneo,16,0,1,10,139.0,14.25,0.0,0.0625,0.625,8.6875
22,alexis-vuillermoz,12,0,0,0,0.0,89.1,0.0,0.0,0.0,0.0
23,francois-bidard,12,0,0,0,0.0,119.91666666666667,0.0,0.0,0.0,0.0
24,pello-bilbao,21,0,0,3,43.0,32.0,0.0,0.0,0.14285714285714285,2.0476190476190474
25,ben-o-connor,17,0,0,1,5.0,37.375,0.0,0.0,0.058823529411764705,0.29411764705882354
26,bob-jungels,18,0,0,3,48.0,26.27777777777778,0.0,0.0,0.16666666666666666,2.6666666666666665
27,chris-hamilton,17,0,0,0,0.0,73.6470588235294,0.0,0.0,0.0,0.0
28,jai-hindley,15,0,0,0,1.0,50.46666666666667,0.0,0.0,0.0,0.06666666666666667
29,ion-izagirre,22,0,1,4,43.0,34.095238095238095,0.0,0.045454545454545456,0.18181818181818182,1.9545454545454546
30,pieter-serry,11,0,0,0,0.0,56.27272727272727,0.0,0.0,0.0,0.0
31,andrey-amador,17,0,0,0,0.0,80.11764705882354,0.0,0.0,0.0,0.0
32,johan-esteban-chaves,15,0,0,0,0.0,65.4,0.0,0.0,0.0,0.0
33,koen-bouwman,16,0,0,0,0.0,52.6875,0.0,0.0,0.0,0.0
34,diego-ulissi,16,0,0,0,2.0,36.0625,0.0,0.0,0.0,0.125
35,ivan-ramiro-sosa,8,0,0,0,0.0,116.75,0.0,0.0,0.0,0.0
36,amanuel-ghebreigzabhier,11,0,0,0,10.0,78.27272727272727,0.0,0.0,0.0,0.9090909090909091
37,antonio-pedrero,15,0,0,0,0.0,109.13333333333334,0.0,0.0,0.0,0.0
38,dario-cataldo,19,0,0,0,0.0,66.42105263157895,0.0,0.0,0.0,0.0
39,gianluca-brambilla,17,0,0,0,0.0,96.05882352941177,0.0,0.0,0.0,0.0
40,jose-joaquin-rojas,15,0,0,0,0.0,108.33333333333333,0.0,0.0,0.0,0.0
41,thomas-de-gendt,25,0,2,4,122.0,34.8,0.0,0.08,0.16,4.88
42,lawrence-warbasse,16,0,0,0,0.0,66.33333333333333,0.0,0.0,0.0,0.0
43,andrea-vendrame,15,0,0,0,0.0,77.93333333333334,0.0,0.0,0.0,0.0
44,sepp-kuss,21,0,0,1,6.0,68.61904761904762,0.0,0.0,0.047619047619047616,0.2857142857142857
45,giovanni-carboni,7,0,0,0,0.0,107.85714285714286,0.0,0.0,0.0,0.0
46,nans-peters,17,0,0,0,0.0,74.41176470588235,0.0,0.0,0.0,0.0
47,nicola-conci,12,0,0,0,0.0,86.41666666666667,0.0,0.0,0.0,0.0
48,tosh-van-der-sande,15,0,0,0,0.0,123.93333333333334,0.0,0.0,0.0,0.0
49,antwan-tolhoek,14,0,0,0,0.0,108.07142857142857,0.0,0.0,0.0,0.0
50,christopher-juul-jensen,16,0,0,0,0.0,77.6875,0.0,0.0,0.0,0.0
51,lukasz-owsian,12,0,0,0,0.0,91.0,0.0,0.0,0.0,0.0
52,cesare-benedetti,18,0,0,0,0.0,104.55555555555556,0.0,0.0,0.0,0.0
53,antonio-nibali,14,0,0,0,0.0,121.5,0.0,0.0,0.0,0.0
54,kristian-sbaragli,12,0,0,0,0.0,123.36363636363636,0.0,0.0,0.0,0.0
55,luke-durbridge,17,0,0,1,42.0,29.0,0.0,0.0,0.058823529411764705,2.4705882352941178
56,jhonatan-narvaez,13,0,0,0,0.0,94.46153846153847,0.0,0.0,0.0,0.0
57,tobias-ludvigsson,13,0,0,3,33.0,33.92307692307692,0.0,0.0,0.23076923076923078,2.5384615384615383
58,luca-covili,6,0,0,0,0.0,125.83333333333333,0.0,0.0,0.0,0.0
59,lorenzo-rota,14,0,0,0,0.0,97.64285714285714,0.0,0.0,0.0,0.0
60,salvatore-puccio,15,0,0,0,0.0,81.86666666666666,0.0,0.0,0.0,0.0
61,hector-carretero,16,0,0,0,0.0,102.75,0.0,0.0,0.0,0.0
62,manuele-boaro,13,0,0,0,0.0,58.0,0.0,0.0,0.0,0.0
63,ryan-gibbons,10,0,0,0,10.0,51.7,0.0,0.0,0.0,1.0
64,reto-hollenstein,16,0,0,0,0.0,84.0625,0.0,0.0,0.0,0.0
65,jack-bauer,10,0,0,0,0.0,58.0,0.0,0.0,0.0,0.0
66,michael-gogl,10,0,0,0,0.0,88.88888888888889,0.0,0.0,0.0,0.0
67,andrea-garosio,5,0,0,0,0.0,117.6,0.0,0.0,0.0,0.0
68,krists-neilands,13,0,0,0,0.0,64.38461538461539,0.0,0.0,0.0,0.0
69,mikkel-honore,15,0,0,1,3.0,53.2,0.0,0.0,0.06666666666666667,0.2
70,mirco-maestri,7,0,0,0,0.0,100.85714285714286,0.0,0.0,0.0,0.0
71,jos-van-emden,20,0,2,4,108.0,22.61111111111111,0.0,0.1,0.2,5.4
72,chad-haga,14,1,1,3,129.0,23.285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,9.214285714285714
73,sam-bennett,23,0,0,0,0.0,100.77272727272727,0.0,0.0,0.0,0.0
74,jonathan-klever-caicedo,15,0,0,0,0.0,85.86666666666666,0.0,0.0,0.0,0.0
75,victor-campenaerts,13,1,4,6,297.0,19.307692307692307,0.07692307692307693,0.3076923076923077,0.46153846153846156,22.846153846153847
76,olivier-le-gac,13,0,0,0,0.0,110.0,0.0,0.0,0.0,0.0
77,michael-schwarzmann,13,0,0,0,0.0,129.92307692307693,0.0,0.0,0.0,0.0
78,josef-cerny,17,0,0,6,124.0,29.470588235294116,0.0,0.0,0.35294117647058826,7.294117647058823
79,marco-haller,13,0,0,0,0.0,122.3076923076923,0.0,0.0,0.0,0.0
80,jenthe-biermans,9,0,0,0,0.0,105.0,0.0,0.0,0.0,0.0
81,jasha-sutterlin,15,0,0,1,16.0,37.86666666666667,0.0,0.0,0.06666666666666667,1.0666666666666667
82,pascal-ackermann,10,0,0,0,0.0,110.5,0.0,0.0,0.0,0.0
83,arnaud-demare,16,0,0,0,0.0,76.125,0.0,0.0,0.0,0.0
84,nico-denz,17,0,0,0,4.0,77.75,0.0,0.0,0.0,0.23529411764705882
85,guillaume-boivin,12,0,0,0,0.0,117.08333333333333,0.0,0.0,0.0,0.0
86,lluis-guillermo-mas,10,0,0,0,10.0,48.6,0.0,0.0,0.0,1.0
87,rudiger-selig,6,0,0,0,0.0,139.66666666666666,0.0,0.0,0.0,0.0
88,kamil-gradek,10,0,0,0,21.0,58.1,0.0,0.0,0.0,2.1
89,davide-cimolai,15,0,0,0,0.0,132.07142857142858,0.0,0.0,0.0,0.0
90,simone-consonni,13,0,0,0,0.0,98.6923076923077,0.0,0.0,0.0,0.0
91,jacopo-guarnieri,14,0,0,0,0.0,127.0,0.0,0.0,0.0,0.0
92,ramon-sinkeldam,13,0,0,0,0.0,106.23076923076923,0.0,0.0,0.0,0.0
93,juan-jose-lobato,6,0,0,0,0.0,136.5,0.0,0.0,0.0,0.0
94,miles-scotson,16,0,0,1,8.0,63.06666666666667,0.0,0.0,0.0625,0.5
95,tom-bohli,17,0,0,0,4.0,59.05882352941177,0.0,0.0,0.0,0.23529411764705882
96,egan-bernal,9,0,0,2,22.0,26.0,0.0,0.0,0.2222222222222222,2.4444444444444446
97,aleksandr-vlasov,13,1,1,4,81.0,16.923076923076923,0.07692307692307693,0.07692307692307693,0.3076923076923077,6.230769230769231
98,daniel-felipe-martinez,15,0,1,6,92.0,15.6,0.0,0.06666666666666667,0.4,6.133333333333334
99,joao-almeida,15,0,3,9,193.0,9.428571428571429,0.0,0.2,0.6,12.866666666666667
100,romain-bardet,13,0,0,0,2.0,41.23076923076923,0.0,0.0,0.0,0.15384615384615385
101,tobias-foss,10,1,2,6,355.0,9.2,0.1,0.2,0.6,35.5
102,david-martin-romero,10,0,0,0,3.0,55.4,0.0,0.0,0.0,0.3
103,george-bennett,16,0,0,0,10.0,68.0625,0.0,0.0,0.0,0.625
104,attila-valter,11,0,0,0,0.0,65.18181818181819,0.0,0.0,0.0,0.0
105,lorenzo-fortunato,5,0,0,0,0.0,130.4,0.0,0.0,0.0,0.0
106,gorka-izagirre,17,0,0,0,0.0,65.46666666666667,0.0,0.0,0.0,0.0
107,louis-vervaeke,8,0,0,0,0.0,77.28571428571429,0.0,0.0,0.0,0.0
108,jonathan-castroviejo,18,0,0,1,27.0,51.888888888888886,0.0,0.0,0.05555555555555555,1.5
109,gianni-moscon,9,0,0,2,14.0,53.22222222222222,0.0,0.0,0.2222222222222222,1.5555555555555556
110,nelson-oliveira,21,0,1,4,273.0,20.61904761904762,0.0,0.047619047619047616,0.19047619047619047,13.0
111,alberto-bettiol,10,0,1,3,95.0,20.2,0.0,0.1,0.3,9.5
112,michael-storer,13,0,0,0,0.0,93.6923076923077,0.0,0.0,0.0,0.0
113,matteo-fabbro,13,0,0,0,0.0,73.07692307692308,0.0,0.0,0.0,0.0
114,luis-leon-sanchez,21,0,0,2,11.0,53.80952380952381,0.0,0.0,0.09523809523809523,0.5238095238095238
115,matteo-badilatti,14,0,0,0,0.0,112.14285714285714,0.0,0.0,0.0,0.0
116,harold-tejada,10,0,0,0,0.0,47.9,0.0,0.0,0.0,0.0
117,rudy-molard,13,0,0,0,0.0,56.76923076923077,0.0,0.0,0.0,0.0
118,alessandro-covi,7,0,0,0,0.0,74.42857142857143,0.0,0.0,0.0,0.0
119,einer-augusto-rubio-reyes,8,0,0,0,0.0,123.0,0.0,0.0,0.0,0.0
120,vadim-pronskiy,9,0,0,0,0.0,75.44444444444444,0.0,0.0,0.0,0.0
121,felix-grossschartner,16,0,0,3,18.0,37.9375,0.0,0.0,0.1875,1.125
122,quinten-hermans,7,0,0,0,0.0,68.28571428571429,0.0,0.0,0.0,0.0
123,simone-petilli,10,0,0,0,0.0,102.0,0.0,0.0,0.0,0.0
124,eduardo-sepulveda,11,0,0,0,10.0,109.0909090909091,0.0,0.0,0.0,0.9090909090909091
125,patrick-bevin,15,0,1,8,271.0,24.666666666666668,0.0,0.06666666666666667,0.5333333333333333,18.066666666666666
126,rein-taaramae,16,0,0,1,14.0,73.9375,0.0,0.0,0.0625,0.875
127,jacopo-mosca,10,0,0,0,0.0,94.7,0.0,0.0,0.0,0.0
128,james-knox,17,0,0,0,1.0,53.705882352941174,0.0,0.0,0.0,0.058823529411764705
129,geoffrey-bouchard,16,0,0,0,0.0,81.0,0.0,0.0,0.0,0.0
130,nicolas-edet,24,0,0,0,20.0,73.52173913043478,0.0,0.0,0.0,0.8333333333333334
131,tony-gallopin,14,0,0,0,0.0,59.5,0.0,0.0,0.0,0.0
132,matteo-sobrero,16,1,1,6,171.0,16.125,0.0625,0.0625,0.375,10.6875
133,nikias-arndt,17,0,0,2,29.0,40.529411764705884,0.0,0.0,0.11764705882352941,1.7058823529411764
134,lars-van-den-berg,3,0,0,0,0.0,99.66666666666667,0.0,0.0,0.0,0.0
135,jimmy-janssens,3,0,0,0,0.0,92.0,0.0,0.0,0.0,0.0
136,simon-carr,7,0,0,0,0.0,40.285714285714285,0.0,0.0,0.0,0.0
137,andrii-ponomar,4,0,0,0,0.0,107.5,0.0,0.0,0.0,0.0
138,remi-cavagna,20,2,8,14,511.0,13.6,0.1,0.4,0.7,25.55
139,simon-pellaud,13,0,0,0,0.0,119.61538461538461,0.0,0.0,0.0,0.0
140,jan-tratnik,19,0,1,4,96.0,25.526315789473685,0.0,0.05263157894736842,0.21052631578947367,5.052631578947368
141,simone-raccani,6,0,0,0,0.0,93.33333333333333,0.0,0.0,0.0,0.0
142,andrea-pasqualon,12,0,0,0,0.0,101.16666666666667,0.0,0.0,0.0,0.0
143,filippo-zana,6,0,0,0,0.0,104.16666666666667,0.0,0.0,0.0,0.0
144,vincenzo-albanese,6,0,0,0,0.0,89.66666666666667,0.0,0.0,0.0,0.0
145,yukiya-arashiro,10,0,0,0,0.0,110.9,0.0,0.0,0.0,0.0
146,jens-keukeleire,12,0,0,0,0.0,85.66666666666667,0.0,0.0,0.0,0.0
147,stefano-oldani,10,0,0,0,0.0,83.7,0.0,0.0,0.0,0.0
148,giovanni-aleotti,8,0,0,0,0.0,65.375,0.0,0.0,0.0,0.0
149,samuele-battistella,8,0,0,1,4.0,61.0,0.0,0.0,0.125,0.5
150,callum-scotson,10,0,0,0,0.0,68.7,0.0,0.0,0.0,0.0
151,harm-vanhoucke,15,0,0,0,0.0,82.13333333333334,0.0,0.0,0.0,0.0
152,gianni-vermeersch,8,0,0,0,0.0,121.57142857142857,0.0,0.0,0.0,0.0
153,valerio-conti,11,0,0,0,0.0,68.54545454545455,0.0,0.0,0.0,0.0
154,simon-guglielmi,8,0,0,0,0.0,127.875,0.0,0.0,0.0,0.0
155,dries-de-bondt,6,0,0,0,0.0,109.0,0.0,0.0,0.0,0.0
156,natnael-tesfatsion,5,0,0,0,0.0,145.2,0.0,0.0,0.0,0.0
157,mauro-schmid,6,0,0,2,23.0,49.5,0.0,0.0,0.3333333333333333,3.8333333333333335
158,matteo-jorgenson,8,0,0,0,0.0,30.625,0.0,0.0,0.0,0.0
159,senne-leysen,9,0,0,0,0.0,65.55555555555556,0.0,0.0,0.0,0.0
160,oscar-riesebeek,7,0,0,0,0.0,56.857142857142854,0.0,0.0,0.0,0.0
161,samuele-zoccarato,4,0,0,0,0.0,145.0,0.0,0.0,0.0,0.0
162,davide-gabburo,6,0,0,0,0.0,139.66666666666666,0.0,0.0,0.0,0.0
163,taco-van-der-hoorn,10,0,0,0,0.0,123.5,0.0,0.0,0.0,0.0
164,filippo-fiorelli,6,0,0,0,0.0,152.16666666666666,0.0,0.0,0.0,0.0
165,fernando-gaviria,13,0,0,0,0.0,90.92307692307692,0.0,0.0,0.0,0.0
166,daniel-oss,14,0,0,0,0.0,99.92857142857143,0.0,0.0,0.0,0.0
167,edoardo-affini,14,0,4,5,257.0,15.076923076923077,0.0,0.2857142857142857,0.35714285714285715,18.357142857142858
168,max-kanter,9,0,0,0,0.0,100.42857142857143,0.0,0.0,0.0,0.0
169,peter-sagan,18,0,0,1,4.0,81.58823529411765,0.0,0.0,0.05555555555555555,0.2222222222222222
170,filippo-ganna,20,10,14,20,1480.0,3.1,0.5,0.7,1.0,74.0
171,lawrence-naesen,5,0,0,0,0.0,112.4,0.0,0.0,0.0,0.0
172,michael-hepburn,12,0,0,3,19.0,28.083333333333332,0.0,0.0,0.25,1.5833333333333333
173,filippo-magli2,4,0,0,0,0.0,141.25,0.0,0.0,0.0,0.0
174,max-walscheid,14,0,0,5,96.0,27.071428571428573,0.0,0.0,0.35714285714285715,6.857142857142857
175,julius-van-den-berg,11,0,0,0,0.0,54.81818181818182,0.0,0.0,0.0,0.0
176,juan-sebastian-molano,14,0,0,0,0.0,104.0,0.0,0.0,0.0,0.0
177,wesley-kreder,8,0,0,0,0.0,133.375,0.0,0.0,0.0,0.0
178,samuele-rivi,5,0,0,0,0.0,100.8,0.0,0.0,0.0,0.0
179,lukasz-wisniowski,11,0,0,0,0.0,65.72727272727273,0.0,0.0,0.0,0.0
180,elia-viviani,18,0,0,0,0.0,96.94444444444444,0.0,0.0,0.0,0.0
181,maciej-bodnar,20,0,2,2,94.0,31.1,0.0,0.1,0.1,4.7
182,albert-torres,13,0,0,0,0.0,93.6923076923077,0.0,0.0,0.0,0.0
183,alexander-krieger,7,0,0,0,0.0,122.28571428571429,0.0,0.0,0.0,0.0
184,matteo-moschetti,11,0,0,0,0.0,121.27272727272727,0.0,0.0,0.0,0.0
185,attilio-viviani,6,0,0,0,0.0,146.83333333333334,0.0,0.0,0.0,0.0
186,emanuel-buchmann,14,0,0,1,11.0,51.642857142857146,0.0,0.0,0.07142857142857142,0.7857142857142857
187,juan-pedro-lopez,9,0,0,0,0.0,74.88888888888889,0.0,0.0,0.0,0.0
188,santiago-buitrago-sanchez,7,0,0,0,0.0,60.857142857142854,0.0,0.0,0.0,0.0
189,guillaume-martin,16,0,0,0,0.0,60.625,0.0,0.0,0.0,0.0
190,wilco-kelderman,19,0,0,3,33.0,33.8421052631579,0.0,0.0,0.15789473684210525,1.736842105263158
191,thymen-arensman,14,1,3,5,149.0,26.571428571428573,0.07142857142857142,0.21428571428571427,0.35714285714285715,10.642857142857142
192,lennard-kamna,10,0,0,1,13.0,26.6,0.0,0.0,0.1,1.3
193,sam-oomen,15,0,0,0,0.0,61.333333333333336,0.0,0.0,0.0,0.0
194,mikael-cherel,10,0,0,0,0.0,135.1,0.0,0.0,0.0,0.0
195,gijs-leemreize,7,0,0,0,0.0,59.142857142857146,0.0,0.0,0.0,0.0
196,mauri-vansevenant,10,0,0,0,0.0,42.4,0.0,0.0,0.0,0.0
197,domen-novak,10,0,0,0,0.0,112.5,0.0,0.0,0.0,0.0
198,damien-howson,14,0,0,0,0.0,55.357142857142854,0.0,0.0,0.0,0.0
199,wout-poels,17,0,0,0,5.0,61.76470588235294,0.0,0.0,0.0,0.29411764705882354
200,ben-tulett,8,0,0,4,44.0,23.833333333333332,0.0,0.0,0.5,5.5
201,mattias-skjelmose-jensen,6,0,0,0,0.0,34.666666666666664,0.0,0.0,0.0,0.0
202,fabio-felline,13,0,0,0,0.0,33.15384615384615,0.0,0.0,0.0,0.0
203,martijn-tusveld,16,0,0,0,2.0,54.875,0.0,0.0,0.0,0.125
204,rui-costa,14,0,0,2,7.0,64.64285714285714,0.0,0.0,0.14285714285714285,0.5
205,sylvain-moniquet,10,0,0,0,0.0,79.3,0.0,0.0,0.0,0.0
206,felix-gall,7,0,0,0,0.0,64.71428571428571,0.0,0.0,0.0,0.0
207,ben-zwiehoff,7,0,0,0,0.0,70.14285714285714,0.0,0.0,0.0,0.0
208,alessandro-tonelli,7,0,0,0,0.0,108.71428571428571,0.0,0.0,0.0,0.0
